"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"315","0336271126f81258ff9f96d2d09be9ec4b52920d",1331856726,0,0,1,1,2,1,1,0,TRUE,1,60072,2,FALSE,8,635597,10,2,63,62,76,63,62,76,60,58,72,0.824324324324324,0.797297297297297,0.986486486486487,2,FALSE,FALSE,0,"0"
"328","0356f8c1decdc6a2a50e53d148f9a2d8884a4b6f",1331072335,0,0,28,32,5,2,1,0.687312585883125,TRUE,3,10286,8,FALSE,37,412347.4,113,2,207,477,607,207,477,607,190,458,572,0.182775119617225,0.439234449760766,0.548325358851675,60,FALSE,FALSE,0,"0"
"330","035b43b1fd320008234e066e30629fb0e359b424",1326393501,0,0,38,11,1,1,1,0,TRUE,3,350596,12,FALSE,6,4541816,6,2,13,269,277,13,269,277,13,217,225,0.0276679841897233,0.430830039525692,0.446640316205534,49,FALSE,FALSE,0,"0"
"342","0384aa5416dedc61b661a347e625c827aa6f94a2",1332888880,0,0,54,7,2,2,1,0.875195788740725,TRUE,3,347679,7,FALSE,37,179711,91,4,482,752,752,482,752,752,473,722,722,0.38599348534202,0.588762214983713,0.588762214983713,61,FALSE,FALSE,0,"0"
"357","03a028e62157a3f5160d60c146ba52cd0ca79dbc",1328140476,0,0,8,1,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,9,FALSE,FALSE,0,"0"
"361","03a331cdfe492cb7a9d531021b444384a27bdd56",1334198184,0,0,9,9,1,1,1,0,TRUE,4,1086055,10,FALSE,13,812082,16,4,52,914,917,52,914,917,52,882,885,0.0401211203633611,0.668433005299016,0.670704012112036,18,FALSE,FALSE,0,"0"
"381","03da47b5ea854175e70393ddc5bc6258a4c21047",1337788863,0,0,3,0,1,1,1,0,TRUE,2,19355,4,FALSE,8,78474,14,1,9,630,639,9,629,638,0,179,179,0.00332225913621262,0.598006644518272,0.598006644518272,3,FALSE,FALSE,0,"0"
"403","0411fd29af3cebbc053709b79914286c16ec067b",1333666354,0,0,4,39,15,4,1,0.917841408237421,TRUE,1,265713,2,FALSE,14,719217,50,2,261,931,1067,261,930,1066,10,183,187,0.0447154471544715,0.747967479674797,0.764227642276423,43,FALSE,FALSE,0,"0"
"405","0414446063101bf2931f1c9cf568bf3c46488363",1337475740,0,0,45,1,3,2,1,0.257233702455573,TRUE,4,936857,7,FALSE,49,112564,129,2,90,797,859,90,797,859,82,627,686,0.0542838456507521,0.410725964682799,0.449313276651406,46,FALSE,FALSE,0,"0"
"414","041e325dd03cbe5874770708f8e3f2b4a73d756c",1328738597,0,0,8,16,2,2,1,0.413816850303634,TRUE,1,2977,2,FALSE,42,56282,153,2,179,453,527,179,453,527,168,378,447,0.214739517153748,0.481575603557814,0.569250317662008,24,FALSE,FALSE,0,"0"
"437","0450e385c9c30a03fcca73ad16e699025223e6e5",1325240273,0,0,24,1,2,2,1,0.242292189082415,TRUE,2,370919,4,FALSE,18,1040777,33,2,15,350,358,15,349,357,10,260,264,0.025,0.593181818181818,0.602272727272727,25,FALSE,FALSE,0,"0"
"477","04986f2f0c4a570c1cb786aa69a5608620108e50",1326398475,0,0,27,9,3,2,1,0.615977318806496,TRUE,2,96864,3,FALSE,17,285695,35,2,7,389,390,7,388,389,7,296,297,0.015748031496063,0.584645669291339,0.586614173228346,36,FALSE,FALSE,0,"0"
"497","04ca11bd4cf43b4332c02a15edd506868031168a",1327432352,0,0,19,8,1,1,1,0,TRUE,3,708663,13,FALSE,35,112878,83,2,16,299,310,16,299,310,16,232,243,0.027027027027027,0.370429252782194,0.3879173290938,27,FALSE,FALSE,0,"0"
"502","04d38feb65b06d33224d356f6db1b9202532e2ed",1329167099,0,0,22,8,1,1,1,0,TRUE,1,4184,2,FALSE,23,248629,40,2,59,443,490,58,443,489,54,431,473,0.0660264105642257,0.518607442977191,0.569027611044418,30,FALSE,FALSE,0,"0"
"510","04e57f169646dff5309177ce5dfa444f668bf8a1",1330631553,0,0,1,3,2,1,1,0.811278124459133,TRUE,2,10284,6,FALSE,46,66211,93,2,57,179,235,56,179,234,11,153,163,0.0120724346076459,0.154929577464789,0.164989939637827,4,FALSE,FALSE,0,"0"
"511","04e6ad112f541df68b06c17f141be916e5e8bdb2",1336084232,0,0,14,3,2,2,1,0.997502546369115,TRUE,2,74867,4,FALSE,37,901093,149,3,3,769,769,3,769,769,3,725,725,0.00277200277200277,0.503118503118503,0.503118503118503,17,FALSE,FALSE,0,"0"
"535","0514bc9d5e92ed0eb6671349e8ff37d7f58aab85",1323819258,0,0,97,266,9,6,1,0.656677794666386,TRUE,1,164700,8,FALSE,34,24878.6666666667,125,2,68,186,224,68,186,224,63,136,172,0.177285318559557,0.379501385041551,0.479224376731302,363,FALSE,FALSE,0,"0"
"615","06112dc34865ec6b54042bf0e55b23c59675744d",1326731031,0,0,2,2,1,1,1,0,TRUE,3,88267,5,FALSE,26,32050,45,2,6,271,275,6,271,275,6,211,215,0.012962962962963,0.392592592592593,0.4,4,FALSE,FALSE,0,"0"
"617","0613daa931d897fd3a91feef5e9747cdf60ebfe2",1330003512,0,0,54,4,3,3,1,0.571924339052204,TRUE,4,377460,5,FALSE,20,171098.333333333,51,2,30,300,305,30,300,305,27,154,156,0.154696132596685,0.856353591160221,0.867403314917127,58,FALSE,FALSE,0,"0"
"622","0624b7aab0c0fe4869111ad8e302151548d6ba20",1337172286,0,0,9,3,1,1,1,0,TRUE,2,39441,6,FALSE,12,5213,19,4,90,728,757,90,728,757,79,693,715,0.0528401585204756,0.458388375165125,0.472919418758256,12,FALSE,FALSE,0,"0"
"647","066d4c0bf25a9e4c6493e9fe575d9086dab2ea33",1335994814,0,0,156,15,6,5,1,0.782401118855334,TRUE,5,166723,7,FALSE,56,239548.5,177,2,218,983,1082,218,983,1082,185,951,1023,0.129616724738676,0.663414634146341,0.713588850174216,171,FALSE,FALSE,0,"0"
"652","067eb74733d00d2d9eda46b313c612746b1bba2e",1326748366,0,0,4,4,1,1,1,0,TRUE,1,2133,4,FALSE,9,49385,13,2,87,168,232,87,167,231,66,151,196,0.123388581952118,0.279926335174954,0.36279926335175,8,FALSE,FALSE,0,"0"
"653","067f0a2d2971ab64ee6fa6f3689fc1158471af18",1330470841,0,0,2,0,1,1,1,0,TRUE,1,74097,2,FALSE,33,379270,124,2,136,420,504,136,420,504,110,403,464,0.114788004136505,0.417786970010341,0.480868665977249,2,FALSE,FALSE,0,"0"
"656","068f31c6cd3eff68f08ee597f7296e4f6e47388f",1329421150,0,0,2,1,1,1,1,0,TRUE,3,19104,8,FALSE,23,74087,52,2,40,422,449,40,422,449,30,416,433,0.0352673492605233,0.474402730375427,0.493742889647326,3,FALSE,FALSE,0,"0"
"683","06e5909d05321a257afe6fa3b9b440e29cea88e7",1324585611,0,0,42,29,3,2,1,0.642522843940475,TRUE,1,1861,2,FALSE,14,289633.333333333,27,2,40,126,155,40,126,155,26,113,129,0.0642857142857143,0.271428571428571,0.30952380952381,71,FALSE,FALSE,0,"0"
"712","073f629d7878078f6294de3771f23b85d72d0286",1323634456,0,0,6,5,4,1,1,0.968130013765764,TRUE,3,87247,6,FALSE,5,873030.5,8,2,45,117,156,45,117,156,15,98,107,0.046242774566474,0.286127167630058,0.312138728323699,11,FALSE,FALSE,0,"0"
"768","07bbe577542b1e0c81d8fe9880df9955e0583d73",1331696105,0,0,2,2,2,2,1,0,TRUE,5,2383921,16,FALSE,13,805214.5,25,2,8,719,720,8,719,720,7,697,698,0.00697471665213601,0.608544027898867,0.609415867480384,4,FALSE,FALSE,0,"0"
"777","07ca6f64de76b5955c233b830122877dc07df142",1330640885,0,0,1,2,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,3,FALSE,FALSE,0,"0"
"785","07d54c27a32e66884495b00ec7c19d679cdb823f",1334847987,0,0,1,1,1,1,1,0,TRUE,1,2758,2,FALSE,30,492014,94,2,453,407,720,453,407,720,434,360,657,0.320324005891016,0.265832106038292,0.484536082474227,2,FALSE,FALSE,0,"0"
"787","07d74aa916ee2798f717ae5d298f8ca51e883770",1328215930,0,0,13,15,2,2,1,0.863120568566631,TRUE,3,77658,5,FALSE,7,1461918.5,7,2,1,457,458,1,457,458,0,386,386,0.00139082058414465,0.538247566063978,0.538247566063978,28,FALSE,FALSE,0,"0"
"811","0815320b5b1df711bed25704fd7542a4841c0a04",1326405659,0,0,1,1,1,1,1,0,TRUE,1,1693,3,FALSE,21,274086,87,2,317,225,466,316,225,465,226,212,366,0.443359375,0.416015625,0.716796875,2,FALSE,FALSE,0,"0"
"826","08403e5be89122c3d0e20a59f7f7f68d6377a5fa",1335885707,0,0,2,2,1,1,1,0,TRUE,3,680091,5,FALSE,42,10012,83,2,12,856,863,12,856,863,10,698,704,0.0077574047954866,0.492947813822285,0.497179125528914,4,FALSE,FALSE,0,"0"
"843","086e4f32d88a119b0f29cf0cb6630d15cbea6cf1",1332280869,0,0,1,1,1,1,1,0,TRUE,1,507,1,FALSE,2,6014133,2,1,33,229,258,33,229,258,7,183,187,0.036036036036036,0.828828828828829,0.846846846846847,2,FALSE,FALSE,0,"0"
"872","08b4e6c2b808011ea7ae9b367bfb829cb332f4e7",1331175304,0,0,43,13,4,3,1,0.913672343654874,TRUE,3,49255,2,FALSE,55,305891,255,2,148,595,671,148,595,671,121,505,560,0.113699906803355,0.471575023299161,0.522833178005592,56,FALSE,FALSE,0,"0"
"892","08fa534a0d28fa1be48aef927584161becb936c7",1329439330,0,0,267,376,10,7,1,0.726410805672371,TRUE,5,506543,6,FALSE,49,113981.2,213,1,185,282,426,185,282,426,180,281,420,0.204751131221719,0.319004524886878,0.476244343891403,643,FALSE,FALSE,0,"0"
"898","090bef6ce12ba83706dd328e697d4794c23f2572",1334787736,0,0,10,1,2,2,1,0.684038435639042,TRUE,1,1755643,11,FALSE,23,2538,42,4,149,759,824,149,758,823,138,679,739,0.102507374631268,0.501474926253687,0.545722713864307,11,FALSE,FALSE,0,"0"
"910","0929e3a289af39fc38b46c4a55db06b8888e671e",1331619556,1,0,37,38,3,2,1,0.956883087384907,TRUE,3,38538,8,FALSE,30,195617,70,1,23,506,521,23,505,520,17,396,405,0.015817223198594,0.348857644991213,0.35676625659051,75,TRUE,FALSE,0.0133333333333333,"0"
"918","093bdd6edff7ec391145018a0d3ce8e9dc1f84ff",1338331147,0,0,20,11,4,2,1,0.972019562711981,TRUE,3,150354,3,FALSE,54,654,190,2,131,747,834,131,747,834,106,715,780,0.0678934010152284,0.454314720812183,0.495558375634518,31,FALSE,FALSE,0,"0"
"919","093c147a14059c60e6b787589398ee7d8f9792d9",1327523409,0,0,4,1,2,2,1,0.970950594454669,TRUE,2,35058,3,FALSE,4,69889,4,3,10,582,583,10,581,582,10,471,472,0.0171073094867807,0.734059097978227,0.735614307931571,5,FALSE,FALSE,0,"0"
"922","093e4d38d511c7bb8d48fceebbfd8e350b533075",1328116036,0,0,2,1,1,1,1,0,TRUE,1,2376,2,FALSE,18,7550,26,2,145,382,444,145,382,444,135,301,359,0.195402298850575,0.433908045977011,0.517241379310345,3,FALSE,FALSE,0,"0"
"927","094c7695e8e8261c256c862eaa6774742746f3b9",1330626382,0,0,1,1,1,1,1,0,TRUE,2,436872,6,FALSE,17,295208,33,4,341,331,591,341,330,590,339,275,533,0.343434343434343,0.278787878787879,0.539393939393939,2,FALSE,FALSE,0,"0"
"943","097ced8cb255604d07e13b5238f2423b719654b7",1326468526,0,0,23,2,2,2,1,0.904381457724494,TRUE,6,462235,4,FALSE,6,2015657,10,2,1,278,278,1,278,278,1,118,118,0.0151515151515152,0.901515151515151,0.901515151515151,25,FALSE,FALSE,0,"0"
"979","09ccc2f9315eb0441d5f7793326614cc25814089",1327581521,0,0,268,47,12,8,1,0.761606977532502,TRUE,17,3747117,34,FALSE,55,35774.25,191,2,3,543,544,3,542,543,3,411,412,0.00617283950617284,0.635802469135803,0.637345679012346,315,FALSE,FALSE,0,"0"
"993","09ec351b34f01c2dc05f0afb059833d176b0805e",1336678383,0,0,75,0,2,1,1,0.996791631981637,TRUE,6,344677,6,FALSE,1,482771,7,1,611,274,750,610,274,749,162,217,266,0.575971731448763,0.770318021201413,0.943462897526502,75,FALSE,FALSE,0,"0"
"1002","09fffd6928f5fa371ec66857eef394852b6c25e0",1326208093,0,0,2,2,1,1,1,0,TRUE,1,122480,4,FALSE,3,3449637,4,3,4,401,404,4,400,403,1,308,308,0.00411522633744856,0.635802469135803,0.635802469135803,4,FALSE,FALSE,0,"0"
"1016","0a19061141de1fb70c5e3dc1a5e47f11f5b068fe",1331832500,0,0,3,1,1,1,1,0,TRUE,1,4500,4,FALSE,9,75559,17,4,120,600,677,120,600,677,27,184,185,0.139303482587065,0.920398009950249,0.925373134328358,4,FALSE,FALSE,0,"0"
"1029","0a461a5b8a7b76229c9ad3f116fb8d255aea5b06",1331951168,0,0,441,21,2,2,2,0.410061772486073,TRUE,2,497351,3,FALSE,2,2428772.5,2,2,22,74,74,22,74,74,21,72,72,0.285714285714286,0.948051948051948,0.948051948051948,462,FALSE,FALSE,0,"0"
"1040","0a617713b881780bed67902833e1b971c9179042",1326916056,1,0,338,10,8,4,1,0.606444991534104,TRUE,6,688372,6,FALSE,50,194577.875,192,2,5,428,429,5,427,428,5,334,335,0.0106382978723404,0.593971631205674,0.595744680851064,348,TRUE,FALSE,0.0028735632183908,"0"
"1052","0a7f8ca7b1772fc36e5563179ecf54f5d56ecb9c",1325704878,0,0,1,1,1,1,1,0,TRUE,1,44,0,TRUE,1,4216037,2,1,26,26,26,26,26,26,24,24,24,0.806451612903226,0.806451612903226,0.806451612903226,2,FALSE,FALSE,0,"0"
"1055","0a8546c7d142acd2a1e68de7a36b71a3680ab0e1",1329535322,0,0,127,13,2,2,1,0.371232326640876,TRUE,3,164902,3,FALSE,4,7630,12,2,17,130,147,17,130,147,17,101,118,0.0200445434298441,0.11358574610245,0.132516703786192,140,FALSE,FALSE,0,"0"
"1082","0aee8864f19334211e2c52af9cf62e7fd3eecd1f",1334766476,0,0,195,84,3,2,1,0.91548746023748,TRUE,1,583005,3,FALSE,15,67847,34,3,60,915,936,60,915,936,60,667,688,0.0450516986706056,0.493353028064993,0.508862629246676,279,FALSE,FALSE,0,"0"
"1097","0b08cab1d52ee0149fec03baa9b6086b52847b74",1326483531,0,0,12,4,2,1,1,1,TRUE,2,2602,2,FALSE,9,167344,12,2,14,240,248,14,240,248,14,236,244,0.0284629981024668,0.449715370018975,0.464895635673624,16,FALSE,FALSE,0,"0"
"1101","0b10c3f1a042003f917a4af95712a2d85561e53e",1331224427,0,0,7,0,1,1,1,0,TRUE,3,196554,6,FALSE,47,552,103,1,14,341,343,14,341,343,13,325,326,0.0128558310376492,0.299357208448118,0.300275482093664,7,FALSE,FALSE,0,"0"
"1102","0b11668e64450039dc071a4a123abd02206f865f",1334009330,0,0,293,248,13,4,1,0.806146607703524,TRUE,7,1465352,17,FALSE,25,885281.692307692,68,2,65,732,772,65,732,772,52,603,632,0.0407066052227343,0.463901689708141,0.486175115207373,541,FALSE,FALSE,0,"0"
"1165","0bbb0e8cb1daa351af91cf97b2bcababfc0c7f9f",1323173028,0,0,1,7,1,1,1,0,TRUE,1,34013,3,FALSE,0,0,0,3,110,124,204,110,124,204,75,101,154,0.240506329113924,0.322784810126582,0.490506329113924,8,FALSE,FALSE,0,"0"
"1167","0bbf67cf396dedfe05b1d9ae2d8fb0cefb5b2a8e",1326314465,0,0,2,2,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,4,FALSE,FALSE,0,"0"
"1185","0becfab62924e3b23d74612dbc5b04ede075e8cb",1332970848,0,0,36,6,9,4,2,0.982856532615783,TRUE,3,693032,6,FALSE,8,788114,15,2,71,67,86,71,67,86,69,65,83,0.823529411764706,0.776470588235294,0.988235294117647,42,FALSE,FALSE,0,"0"
"1219","0c2ce3980459526a01696b63ea5d5294987ad19b",1330415609,0,0,4,2,2,2,1,1,TRUE,2,25796,3,FALSE,13,278635,27,2,202,546,661,202,546,661,197,532,643,0.206680584551148,0.556367432150313,0.67223382045929,6,FALSE,FALSE,0,"0"
"1221","0c2eb242580caff24dc95a9e2b3092cf0b04e958",1326730355,0,0,13,2,3,2,1,0.78358070404881,TRUE,4,173955,7,FALSE,32,503986.333333333,51,2,5,308,309,5,308,309,5,222,223,0.0111317254174397,0.413729128014842,0.415584415584416,15,FALSE,FALSE,0,"0"
"1229","0c483d1970879cf04a2f1ba2119b0ed6605f39b1",1329936128,0,0,2,1,1,1,1,0,TRUE,1,611953,3,FALSE,7,693306,10,3,294,497,498,294,497,498,292,336,336,0.319520174482007,0.367502726281352,0.367502726281352,3,FALSE,FALSE,0,"0"
"1234","0c5273c85ea72d60e5907acb22398584ded0a077",1326949487,0,0,154,83,11,7,2,0.797771966805992,TRUE,6,426364,5,FALSE,46,15814.5454545455,123,2,140,361,445,140,360,444,140,269,353,0.237373737373737,0.454545454545455,0.595959595959596,237,FALSE,FALSE,0,"0"
"1251","0c7a54b3b44f849bf397bb4068ab16c576c3559c",1330391251,0,0,145,35,8,6,1,0.487008762845909,TRUE,6,623593,8,FALSE,62,305701.625,285,2,57,502,541,57,502,541,53,419,454,0.0568421052631579,0.442105263157895,0.478947368421053,180,FALSE,FALSE,0,"0"
"1272","0cbc3950073d7add201864030d9295d0d14e560c",1328568159,0,0,1,1,1,1,1,0,TRUE,1,1080,2,FALSE,6,315991,8,2,166,317,422,166,317,422,156,298,393,0.207671957671958,0.395502645502646,0.521164021164021,2,FALSE,FALSE,0,"0"
"1287","0ce533e0e194741b6ade7eed12c107628d0e6d3d",1337883368,0,0,12,8,4,4,1,0.97943592422268,TRUE,5,533631,6,FALSE,62,152204.25,185,4,2,677,677,2,677,677,2,653,653,0.00193673337637185,0.422207876049064,0.422207876049064,20,FALSE,FALSE,0,"0"
"1295","0cf2935688b84bb850f73b5974a0fd15b8f2015f",1324426193,0,0,3,3,1,1,1,0,TRUE,3,10618,5,FALSE,5,438791,7,3,13,168,176,13,168,176,13,157,165,0.0348258706467662,0.393034825870647,0.412935323383085,6,FALSE,FALSE,0,"0"
"1300","0d03119e2059e50105b3045eb019940c860489c1",1333670425,0,0,6,15,1,1,1,0,TRUE,2,92928,4,FALSE,38,55611,69,4,519,584,965,519,584,965,510,524,899,0.396124031007752,0.406976744186047,0.697674418604651,21,FALSE,FALSE,0,"0"
"1313","0d34747a4395a507e8d1f5960917e66120e607fb",1328831061,0,0,13,12,1,1,1,0,TRUE,1,8383,2,FALSE,22,147127,51,2,176,286,410,176,286,410,172,253,374,0.21625,0.3175,0.46875,25,FALSE,FALSE,0,"0"
"1330","0d4c0e7fbc8bdd0d9c9503b09cf4590b696daf60",1337590875,0,0,1,1,1,1,1,0,TRUE,1,23987,4,FALSE,5,1176451,4,4,29,710,732,28,710,731,23,671,688,0.015645371577575,0.438070404172099,0.449152542372881,2,FALSE,FALSE,0,"0"
"1337","0d54770ee109bc7d598539b9238affdd1880997b",1322601845,0,0,275,242,8,5,1,0.583215633027779,TRUE,3,149449,6,FALSE,25,8431,82,2,35,273,279,34,272,278,32,196,201,0.114186851211073,0.681660899653979,0.698961937716263,517,FALSE,FALSE,0,"0"
"1338","0d5c8aa0472c75dc521c0dc82b5d5ce6ddaf8a16",1327428108,0,0,30,32,1,1,1,0,TRUE,1,1752,2,FALSE,29,3124,52,2,224,224,387,224,224,387,161,189,296,0.258373205741627,0.303030303030303,0.473684210526316,62,FALSE,FALSE,0,"0"
"1350","0d71f29583c68c2488d5917f3fdaa7b7011186a1",1323809857,1,0,273,42,8,7,1,0.742217561462899,TRUE,8,166124,12,FALSE,32,72090.75,113,2,34,140,162,34,139,161,33,135,156,0.0949720670391061,0.379888268156425,0.43854748603352,315,TRUE,FALSE,0.00317460317460317,"0"
"1351","0d78045e72efe7313ca54e726dd403793eb30b52",1330649527,0,0,59,6,5,4,1,0.737852155441196,TRUE,2,411381,7,FALSE,46,2223,134,4,348,404,675,348,403,674,345,381,650,0.345654345654346,0.381618381618382,0.65034965034965,65,FALSE,FALSE,0,"0"
"1374","0db055b9b3e5e74d229b38df06408166b53069b7",1338324719,0,0,15,14,4,3,1,0.896880443905441,TRUE,2,144114,4,FALSE,9,159391.25,16,2,126,741,828,126,741,828,101,709,774,0.0650095602294455,0.452517527087317,0.493945188017846,29,FALSE,FALSE,0,"0"
"1376","0db2cfadf5da692aa6f02abd20018f4aa3d49d2a",1326248066,0,0,20,0,2,2,1,0.721928094887362,TRUE,4,1102039,7,TRUE,13,12284,37,1,128,128,128,128,128,128,102,102,102,0.817460317460317,0.817460317460317,0.817460317460317,20,FALSE,FALSE,0,"0"
"1382","0dc093b98faf8e256ddc48f9dafb4d061662f0e3",1332979693,0,0,21,8,1,1,1,0,TRUE,1,495479,4,FALSE,14,122707,27,2,566,285,718,565,285,717,130,202,226,0.550420168067227,0.852941176470588,0.953781512605042,29,FALSE,FALSE,0,"0"
"1404","0dfcdaa16eef1910b1a271bba32d4e365cff7e51",1331199404,0,0,39,6,6,2,1,0.560150901595941,TRUE,1,23936,2,FALSE,14,472277.833333333,33,2,249,444,591,249,444,591,244,403,547,0.226432532347505,0.373382624768946,0.506469500924214,45,FALSE,FALSE,0,"0"
"1406","0e0d0d54f2db4d534a2e450c4cdd88f41a5252ba",1332355569,0,0,4,0,1,1,1,0,TRUE,1,93228,2,FALSE,4,3112747,4,2,0,673,673,0,673,673,0,559,559,0.000843170320404722,0.472175379426644,0.472175379426644,4,FALSE,FALSE,0,"0"
"1411","0e1ceb4d753f2b4cd3b6aaee5e3f68caaf424c57",1329248779,0,0,55,2,4,3,1,0.723193225940632,TRUE,8,282430,9,FALSE,52,5957,226,1,23,178,194,23,178,194,23,174,190,0.028169014084507,0.205399061032864,0.224178403755869,57,FALSE,FALSE,0,"0"
"1437","0e541e27a987f04cab2248b852ab897a23801047",1328879980,0,0,10,17,1,1,1,0,TRUE,3,296633,9,FALSE,2,649722,8,3,33,582,597,33,581,596,27,471,483,0.0346964064436183,0.584882280049566,0.599752168525403,27,FALSE,FALSE,0,"0"
"1451","0e7908473fcd7935b4336206d694cec4b080fbc8",1334198069,0,0,1,1,1,1,1,0,TRUE,2,517321,3,FALSE,22,247060,29,2,51,490,518,51,489,517,51,465,493,0.0393939393939394,0.353030303030303,0.374242424242424,2,FALSE,FALSE,0,"0"
"1456","0e867f3d85773369a45d0680043ffaf40e4b1848",1331236030,0,0,4,2,2,2,1,0.91829583405449,TRUE,1,10753,4,FALSE,8,514155,9,4,26,621,634,26,621,634,26,608,621,0.0246350364963504,0.555656934306569,0.567518248175182,6,FALSE,FALSE,0,"0"
