"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"144","011b88a7b37680288944bde2c4769fd203ee8218",1324228362,0,0,6,6,1,1,1,0,TRUE,1,10015332,5,FALSE,1,7674606,1,1,0,43,43,0,43,43,0,39,39,0.000318572793883402,0.0127429117553361,0.0127429117553361,12,FALSE,FALSE,0,"2"
"152","012ba8c0e5270f962dbc891039c32f49d31c565b",1314183212,0,0,8,8,49,44,1,0.445258983885028,TRUE,4,516099,6,FALSE,2,18222.7142857143,3,3,4,124,124,4,124,124,4,69,69,0.0152439024390244,0.213414634146341,0.213414634146341,16,FALSE,FALSE,0,"0"
"154","012f799254eedc610e2e33842e62d2a184b14fcc",1330459058,0,0,126,49,7,5,3,0.782450505861543,TRUE,3,123425,3,FALSE,32,64180.4285714286,103,2,295,310,310,291,306,306,266,281,281,0.0501408450704225,0.0529577464788732,0.0529577464788732,175,FALSE,FALSE,0,"2"
"157","013146e1e0c7d20621e85e3e79d79a2309411640",1339483165,0,0,2,0,1,1,1,0,TRUE,1,777567,3,FALSE,4,9742540,6,2,621,1924,1924,621,1921,1921,236,944,944,0.0657055724979207,0.261990573884114,0.261990573884114,2,FALSE,FALSE,0,"3"
"158","01335edc94d2961bd4061ed2cb81ebd1151797bf",1314801802,0,0,129,112,57,16,2,0.881412363643245,TRUE,3,1080,0,TRUE,26,114979.98245614,163,1,57,57,57,57,57,57,53,53,53,0.0459574468085106,0.0459574468085106,0.0459574468085106,241,FALSE,FALSE,0,"0"
"159","0135c22d14b1d5d6a71910f0b4de68488c756d56",1338134195,0,0,5,5,2,1,1,0.970950594454669,TRUE,1,1415,1,FALSE,3,9342.5,27,2,68,86,86,68,86,86,49,65,65,0.00649941505264526,0.00857922786949175,0.00857922786949175,10,FALSE,FALSE,0,"3"
"161","0137f092af12110c427f05358f7b207ea95ea341",1339490862,5,0,96,63,8,4,1,0.687659530102249,TRUE,8,504957,7,FALSE,35,683614.375,109,3,830,2822,2822,828,2814,2814,661,1919,1919,0.0817586760528591,0.237124861059652,0.237124861059652,159,TRUE,FALSE,0.0314465408805031,"3"
"162","013a3ee5dcecd18da9ed05ac2b064629f8eaed61",1321999921,0,0,13,25,1,1,1,0,TRUE,2,68147,2,FALSE,3,18236,9,2,92,192,192,90,190,190,82,101,101,0.0313681027966742,0.0385487528344671,0.0385487528344671,38,FALSE,FALSE,0,"1"
"164","013def8ddcd3a2c2a8c253baf1071607bd3d3a55",1327622475,0,0,71,68,6,3,2,0.67939800531223,TRUE,6,459753,8,TRUE,5,171919.666666667,17,1,62,62,62,62,62,62,53,53,53,0.0132743362831858,0.0132743362831858,0.0132743362831858,139,FALSE,FALSE,0,"2"
"166","014581f2559ffe02c477c5e6592a7b81ec6c5b01",1319613627,0,0,2,2,1,1,1,0,TRUE,1,58634,2,FALSE,3,1012161,6,1,38,86,122,38,85,121,34,77,109,0.0164938737040528,0.0367577756833176,0.0518378887841659,4,FALSE,FALSE,0,"1"
"168","01479573b98747b39833ab09e2cd9ee618ad2a0f",1322665427,0,0,15,12,2,1,1,0.503258334775646,TRUE,1,4735,2,FALSE,6,440952,12,3,34,117,117,34,117,117,29,89,89,0.0107181136120043,0.0321543408360129,0.0321543408360129,27,FALSE,FALSE,0,"1"
"169","0147ee75ddcf489c0b35b6414f367a18f05c76ac",1331737887,0,0,1,1,1,1,1,0,TRUE,1,37844,4,FALSE,2,4352043,9,4,250,1978,1978,250,1977,1977,204,1192,1192,0.0369036903690369,0.214761476147615,0.214761476147615,2,FALSE,FALSE,0,"2"
"171","014ad6bf1b2fc0445933a11ab44275f0d99b8d32",1336378969,0,0,7,0,1,1,1,0,TRUE,1,207971,0,TRUE,9,346995,19,1,708,708,708,707,707,707,553,553,553,0.0784258210645527,0.0784258210645527,0.0784258210645527,7,FALSE,FALSE,0,"3"
"173","014c98a75b602e26ebd221880e64f51d35a213a4",1322513305,0,0,116,0,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,116,FALSE,FALSE,0,"1"
"176","014fd8c01f305f05eafcee5a7789d6bf74048974",1316487372,0,0,73,22,2,1,1,0.93169584851184,TRUE,1,13835,1,FALSE,6,77303,30,2,100,178,178,100,178,178,92,165,165,0.0633946830265849,0.113156100886162,0.113156100886162,95,FALSE,FALSE,0,"1"
"185","015bc43da010456460dd594d35118ce35d006469",1331198338,0,0,40,39,8,4,2,0.943923576845803,TRUE,4,1398401,3,FALSE,12,56581,72,2,146,235,235,146,233,233,145,231,231,0.0220844047799123,0.0350930267735592,0.0350930267735592,79,FALSE,FALSE,0,"2"
"186","0160f58d4ba5efd3beacaca3ce122554a90f1eb4",1328189012,0,0,5,20,4,3,2,0.951341594627746,TRUE,1,67546,4,FALSE,8,314693.2,21,3,273,868,868,273,867,867,207,690,690,0.0493358633776091,0.163899430740038,0.163899430740038,25,FALSE,FALSE,0,"2"
"189","01650d0dc7c41de11abeba6349e5ff38ebee430f",1336741437,0,0,4,1,1,1,1,0,TRUE,1,16415,3,FALSE,14,93214,29,1,165,34,199,164,34,198,155,34,189,0.0215113072255929,0.00482625482625483,0.0261996690568119,5,FALSE,FALSE,0,"3"
"191","016633931f708f6495874a8722c7aae657e37438",1328551213,1,0,42,36,1,1,1,0,TRUE,2,730083,8,FALSE,5,278297,8,4,231,1633,1633,230,1632,1632,185,993,993,0.0429164743885556,0.229349330872174,0.229349330872174,78,TRUE,FALSE,0.0128205128205128,"2"
"194","01674860ac85a42eb152092c6e99f7ad03346977",1325520964,0,0,1,0,1,1,1,0,TRUE,3,139427,7,FALSE,3,1685,6,6,13,912,912,13,911,911,13,471,471,0.00418535127055306,0.141106128550075,0.141106128550075,1,FALSE,FALSE,0,"2"
"195","016cd01846539404a0eff1e3823fa2206fe2c9a9",1318913603,0,0,26,36,12,10,3,0.786551330538382,TRUE,3,149907,5,FALSE,6,609048.5,27,3,162,383,383,162,383,383,158,371,371,0.0678906917164816,0.158838599487617,0.158838599487617,62,FALSE,FALSE,0,"1"
"197","017265b9383cbd616aaa2f5fee17dae8e28a161b",1314087658,0,0,33,31,2,1,1,0.200622324312715,TRUE,3,93925,0,TRUE,3,2031652.5,15,1,49,49,49,49,49,49,48,48,48,0.0526315789473684,0.0526315789473684,0.0526315789473684,64,FALSE,FALSE,0,"0"
"199","0174c966f734ba48d387257a14447e8b56d85d37",1333556844,0,1,1,1,1,1,1,0,TRUE,1,547739,7,FALSE,1,6171000,3,3,126,821,821,126,817,817,45,89,89,0.450980392156863,0.882352941176471,0.882352941176471,2,FALSE,TRUE,0,"3"
"200","017a82c6702768aed68c34f319fa14da591f3df2",1325216740,0,0,8,2,2,2,2,1,TRUE,1,12050,1,FALSE,3,137880,5,2,185,362,362,185,362,362,176,345,345,0.0429507401116234,0.0839602038340209,0.0839602038340209,10,FALSE,FALSE,0,"2"
"207","018cb899d482967eb7d8ebdc48cadf1743abe680",1337670938,0,0,20,46,4,3,2,0.858803928558963,TRUE,2,53287,1,FALSE,15,1618907.5,78,2,188,398,398,188,398,398,187,385,385,0.0208287170396632,0.0427653445601595,0.0427653445601595,66,FALSE,FALSE,0,"3"
"212","0192bf919fe03ac8e85190fa1c09720339eb9dd2",1315586512,0,0,3,42,1,1,1,0,TRUE,1,266882,3,FALSE,0,0,0,3,74,83,83,72,81,81,12,12,12,0.928571428571429,0.928571428571429,0.928571428571429,45,FALSE,FALSE,0,"0"
"217","019a5f2dd50404abfb06f26d31aa6292eb6344fc",1329599676,1,0,9,36,3,2,1,0.329117595804505,TRUE,3,790128,1,FALSE,6,57726.6666666667,17,2,255,675,675,254,674,674,203,574,574,0.0430561418319966,0.121359223300971,0.121359223300971,45,TRUE,FALSE,0.0222222222222222,"2"
"218","019c55adbc6b4ae2f72d2843713adbb2f24ccc73",1322765415,0,0,28,29,4,1,1,0.524838302352877,TRUE,1,9964,3,FALSE,2,783730,2,1,60,103,158,60,101,156,2,1,2,0.375,0.25,0.375,57,FALSE,FALSE,0,"1"
"221","01a60f8771ba273d164042710364b7fd88168dcc",1317369147,0,0,21,4,2,2,2,0.855450810560131,TRUE,1,105508,0,TRUE,3,172523,6,1,50,50,50,50,50,50,49,49,49,0.0257466529351184,0.0257466529351184,0.0257466529351184,25,FALSE,FALSE,0,"1"
"222","01a842c2fbfb5a74d61481165cc6d722de7c49ba",1329443105,0,0,33,19,3,2,1,0.792980559359886,TRUE,3,15502,4,FALSE,4,1374110.66666667,10,2,94,95,95,94,95,95,69,69,69,0.0149732620320856,0.0149732620320856,0.0149732620320856,52,FALSE,FALSE,0,"2"
"227","01b54bcd84d9a2129f2db4fe03a5f331f9eec203",1331934630,0,0,55,0,5,2,2,0.87083123976532,TRUE,22,2371654,31,FALSE,2,1819514.4,5,2,58,1191,1240,58,1190,1239,53,560,606,0.0095389507154213,0.0990990990990991,0.107224871930754,55,FALSE,FALSE,0,"2"
"229","01b72952c38b9193138eabdab6bdab632cd75ebd",1309266492,0,0,11,157,12,8,2,0.872924998764862,TRUE,1,10376,4,FALSE,7,181469.333333333,13,2,12,17,28,12,17,28,12,16,27,0.0663265306122449,0.086734693877551,0.142857142857143,168,FALSE,FALSE,0,"0"
"230","01bab53dce4bff000db9feb55c66b49db9edf2cf",1318777191,0,0,10,2,3,1,1,0.656704548214339,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,12,FALSE,FALSE,0,"1"
"232","01bca93863d61ed25d3d5935a7e150174d68be32",1338984971,0,0,8,3,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,11,FALSE,FALSE,0,"3"
"235","01c795bcd13e31044e3a3f4f61b218d8ad02845e",1321389832,0,0,7,4,2,2,1,0.684038435639042,TRUE,3,586159,5,FALSE,6,68854,15,2,15,125,140,15,125,140,0,61,61,0.000846740050804403,0.052497883149873,0.052497883149873,11,FALSE,FALSE,0,"1"
"237","01cb691e8a619fcb4c6e1e67980ae10fe04b364e",1323228408,0,0,42,6,1,1,1,0,TRUE,1,37336,2,FALSE,2,187479,2,1,187,185,371,187,185,371,52,96,148,0.0365769496204279,0.0669427191166322,0.102829537612146,48,FALSE,FALSE,0,"1"
"242","01d3aa82e4b37918ebb4c614a36dbe476695e902",1314975431,0,0,2,0,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,2,FALSE,FALSE,0,"0"
"243","01d48e07d81ae07ef89edf0a3f6672753f7c0f54",1339000058,0,0,1,0,1,1,1,0,TRUE,1,45046,7,FALSE,6,2351835,12,4,73,2165,2236,73,2160,2231,56,1327,1382,0.00713838447088291,0.166311834690044,0.173199749530369,1,FALSE,FALSE,0,"3"
"245","01dac3cf55502d0a73490cd54ada14a84887901b",1311204972,0,0,2,2,2,2,2,1,TRUE,1,8501,2,FALSE,2,200139.5,3,1,33,19,52,33,19,52,22,15,37,0.0498915401301518,0.03470715835141,0.0824295010845987,4,FALSE,FALSE,0,"0"
"246","01daf72ee66fb3fb5d9378ecaa42c9ace8bc6c76",1321426076,0,1,12,3,3,3,2,0.965401367299709,TRUE,1,8850,1,FALSE,5,533409.333333333,8,2,72,293,293,72,293,293,68,288,288,0.0222652468538238,0.0932558889964505,0.0932558889964505,15,FALSE,TRUE,0,"1"
"248","01e1f91e640e6b88f4e75afaa668c8d57a541979",1318315265,0,0,57,0,1,1,1,0,TRUE,2,4993,2,FALSE,2,151,3,2,72,76,76,72,76,76,18,18,18,0.0255720053835801,0.0255720053835801,0.0255720053835801,57,FALSE,FALSE,0,"1"
"250","01e7cb99500790861aeba8fc1a9ff7f4355aaace",1327283562,0,0,41,36,3,2,2,0.598229424838384,TRUE,1,19220,3,FALSE,2,249586,8,3,159,174,174,159,174,174,146,159,159,0.0300921187308086,0.0327533265097236,0.0327533265097236,77,FALSE,FALSE,0,"2"
"251","01eb4d93c5894dbee6210712454a28e9fe9a680f",1335846724,0,0,6,2,2,1,1,0.543564443199596,TRUE,4,121628,4,FALSE,11,8419,31,2,194,275,275,194,275,275,176,236,236,0.0257005953245245,0.0344126615362277,0.0344126615362277,8,FALSE,FALSE,0,"3"
"252","01ece201ab08804c4ab226a39f1e1885aeaae0bd",1316483791,0,0,83,71,3,3,1,0.683853808758365,TRUE,1,21569,1,FALSE,2,311103,7,2,82,228,228,82,228,228,33,118,118,0.0642722117202268,0.224952741020794,0.224952741020794,154,FALSE,FALSE,0,"1"
"253","01ee0985319a0f41be12c3c8ff3813a74b43835e",1335283604,0,1,8,8,1,1,1,0,TRUE,1,794504,2,FALSE,2,6171408,4,2,823,1165,1165,823,1165,1165,728,967,967,0.107856191744341,0.14321645213789,0.14321645213789,16,FALSE,TRUE,0,"3"
"254","01f09669e2b6bc1f43160d787fabc6ca9e4b3c12",1332211512,0,0,1,1,1,1,1,0,TRUE,1,6631,1,FALSE,1,2844129,1,2,528,611,611,528,611,611,456,526,526,0.0800911321416053,0.0923589204346302,0.0923589204346302,2,FALSE,FALSE,0,"3"
"260","01f76d21d184a0561707815df8f15bd2f7e84191",1315534182,1,0,35,31,15,1,1,0.889875425682555,TRUE,3,342522,4,FALSE,6,264561,38,2,82,155,155,82,155,155,76,145,145,0.0593220338983051,0.112480739599384,0.112480739599384,66,TRUE,FALSE,0.0151515151515152,"0"
"262","01f94b710bd66f3289f545e3ac97433ce8419043",1315478213,0,0,6,5,2,1,1,0.684038435639042,TRUE,1,3688,2,FALSE,14,52484,41,1,114,115,208,114,115,208,111,109,199,0.0880503144654088,0.0864779874213836,0.157232704402516,11,FALSE,FALSE,0,"0"
"264","01fea6e0d5a0ef709c1660e2420a842b90e6f85f",1334733154,0,0,6,4,2,2,2,0.721928094887362,TRUE,4,25288,4,FALSE,3,2525850,9,2,632,946,946,631,945,945,598,903,903,0.075251256281407,0.11356783919598,0.11356783919598,10,FALSE,FALSE,0,"3"
"269","02140e973b86d1fbb25ec695daa59e6ff97138c5",1329699006,0,0,3,3,1,1,1,0,TRUE,1,5654,1,FALSE,2,2313162,4,2,222,262,262,222,262,262,173,204,204,0.0365239294710327,0.0430310663308144,0.0430310663308144,6,FALSE,FALSE,0,"2"
"272","021808c670d7af8d1e398824e94d97d7ed2e412b",1335365464,0,0,8,4,1,1,1,0,TRUE,1,9614,1,FALSE,7,527778,24,2,668,1396,1396,667,1395,1395,181,724,724,0.0566801619433198,0.225786359389598,0.225786359389598,12,FALSE,FALSE,0,"3"
"273","0218e13ea98cb54629ce932fdb9adf2867838d26",1323063631,0,0,24,4,2,1,1,1,TRUE,1,12711,0,TRUE,1,1005984,1,1,305,305,305,305,305,305,261,261,261,0.0910038207711011,0.0910038207711011,0.0910038207711011,28,FALSE,FALSE,0,"1"
"274","02191b6e4b03fe05b1b953b3e5d5e456cc5817c9",1338089147,0,0,1,16,3,3,1,0.926262155095312,TRUE,3,716644,5,FALSE,5,1878018.33333333,8,3,854,2956,2956,851,2951,2951,774,2113,2113,0.101003518832269,0.275511533950215,0.275511533950215,17,FALSE,FALSE,0,"3"
"277","02242a8b0129a2c109038d8752e5010104e78f95",1334798690,0,0,2,0,1,1,1,0,TRUE,2,27661,1,FALSE,3,7412846,9,2,438,1053,1053,438,1052,1052,314,790,790,0.0478577939835916,0.120176238225463,0.120176238225463,2,FALSE,FALSE,0,"3"
"280","02264cd41fae7994a16e96a61318f4e2521dd9f4",1338561190,0,0,16,16,5,1,1,0.841033594199012,TRUE,5,256274,7,FALSE,3,97367.6,47,3,76,94,94,76,94,94,56,72,72,0.00724269377382465,0.00927573062261754,0.00927573062261754,32,FALSE,FALSE,0,"3"
"289","022ff04a6bb76f18b8b4d0a8bbcb2b21bd771546",1330103106,0,0,14,0,2,2,2,0.940285958670631,TRUE,3,522546,10,FALSE,18,198398,47,1,5,445,449,5,443,447,5,433,437,0.000980392156862745,0.0709150326797386,0.0715686274509804,14,FALSE,FALSE,0,"2"
"294","0235b9d0a6feb6c64571f0f48b7d89fa6415a738",1308729047,0,0,1,1,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,2,FALSE,FALSE,0,"0"
